order_id,order_date,customer_segment,dc,lines,units,value_usd,promised_date,shipped_date,on_time
ORD-51693,2024-06-04,independent,RNO-1,10,330,12013,2024-06-07,2024-06-07,yes
ORD-51694,2024-06-04,retail-chain,RNO-1,8,56,673,2024-06-09,2024-06-09,yes
ORD-51696,2024-06-04,retail-chain,RNO-1,10,400,4333,2024-06-07,2024-06-07,yes
ORD-51697,2024-06-05,independent,CMH-1,10,140,2287,2024-06-08,2024-06-08,yes
ORD-51700,2024-06-05,retail-chain,RNO-1,10,380,16858,2024-06-08,2024-06-10,no
ORD-51701,2024-06-05,ecommerce,RNO-1,3,54,2400,2024-06-09,2024-06-13,no
ORD-51704,2024-06-05,independent,RNO-1,1,25,951,2024-06-10,2024-06-10,yes
ORD-51706,2024-06-05,ecommerce,CMH-1,12,324,15193,2024-06-09,2024-06-11,no
ORD-51709,2024-06-05,b2b-direct,CMH-1,1,9,341,2024-06-09,2024-06-13,no
ORD-51711,2024-06-06,ecommerce,PDX-1,11,440,21975,2024-06-10,2024-06-11,no
ORD-51713,2024-06-06,b2b-direct,PDX-1,14,504,18163,2024-06-09,2024-06-09,yes
ORD-51716,2024-06-06,independent,PDX-1,5,185,6521,2024-06-09,2024-06-13,no
ORD-51719,2024-06-06,independent,PDX-1,14,448,14446,2024-06-10,2024-06-10,yes
ORD-51720,2024-06-07,independent,PDX-1,13,507,24808,2024-06-13,2024-06-17,no
ORD-51722,2024-06-07,independent,CMH-1,2,66,3075,2024-06-13,2024-06-13,yes
ORD-51725,2024-06-07,independent,PDX-1,14,70,1072,2024-06-13,2024-06-13,yes
ORD-51727,2024-06-07,independent,CMH-1,12,72,3179,2024-06-13,2024-06-13,yes
ORD-51729,2024-06-07,retail-chain,RNO-1,6,126,1999,2024-06-13,2024-06-14,no
ORD-51731,2024-06-07,ecommerce,CMH-1,1,39,667,2024-06-11,2024-06-11,yes
ORD-51734,2024-06-07,independent,RNO-1,4,132,5750,2024-06-11,2024-06-15,no
ORD-51735,2024-06-07,ecommerce,PDX-1,7,266,2890,2024-06-10,2024-06-10,yes
ORD-51737,2024-06-08,b2b-direct,CMH-1,10,60,1307,2024-06-11,2024-06-11,yes
ORD-51739,2024-06-08,b2b-direct,RNO-1,14,378,14185,2024-06-14,2024-06-14,yes
ORD-51742,2024-06-08,retail-chain,RNO-1,14,280,7713,2024-06-11,2024-06-11,yes
ORD-51744,2024-06-09,independent,RNO-1,9,63,1108,2024-06-15,2024-06-15,yes
ORD-51745,2024-06-09,b2b-direct,PDX-1,6,222,11381,2024-06-13,2024-06-13,yes
ORD-51747,2024-06-09,retail-chain,CMH-1,14,224,2399,2024-06-12,2024-06-12,yes
ORD-51748,2024-06-09,ecommerce,RNO-1,6,186,8748,2024-06-13,2024-06-17,no
ORD-51751,2024-06-10,ecommerce,CMH-1,6,78,2485,2024-06-13,2024-06-14,no
ORD-51754,2024-06-10,b2b-direct,RNO-1,6,96,4805,2024-06-15,2024-06-15,yes
ORD-51756,2024-06-10,b2b-direct,PDX-1,3,18,627,2024-06-14,2024-06-14,yes
ORD-51758,2024-06-10,b2b-direct,PDX-1,4,136,4151,2024-06-15,2024-06-19,no
ORD-51759,2024-06-10,independent,CMH-1,2,40,694,2024-06-15,2024-06-15,yes
ORD-51762,2024-06-10,retail-chain,PDX-1,5,110,3364,2024-06-14,2024-06-14,yes
ORD-51763,2024-06-10,independent,RNO-1,13,390,10373,2024-06-13,2024-06-13,yes
ORD-51766,2024-06-10,ecommerce,RNO-1,10,200,10216,2024-06-14,2024-06-14,yes
ORD-51769,2024-06-11,retail-chain,RNO-1,2,64,2864,2024-06-16,2024-06-16,yes
ORD-51772,2024-06-11,ecommerce,RNO-1,5,70,2962,2024-06-14,2024-06-15,no
ORD-51775,2024-06-11,retail-chain,RNO-1,8,144,4651,2024-06-15,2024-06-15,yes
ORD-51778,2024-06-11,b2b-direct,CMH-1,4,116,5740,2024-06-14,2024-06-14,yes
ORD-51779,2024-06-11,independent,CMH-1,11,429,17025,2024-06-17,2024-06-17,yes
ORD-51780,2024-06-11,independent,PDX-1,9,198,8803,2024-06-17,2024-06-17,yes
ORD-51781,2024-06-11,b2b-direct,PDX-1,1,3,74,2024-06-15,2024-06-15,yes
ORD-51784,2024-06-11,independent,PDX-1,7,56,1823,2024-06-15,2024-06-15,yes
ORD-51787,2024-06-12,b2b-direct,RNO-1,7,161,6375,2024-06-17,2024-06-17,yes
ORD-51790,2024-06-12,independent,CMH-1,5,35,370,2024-06-16,2024-06-18,no
ORD-51791,2024-06-12,independent,CMH-1,5,75,3360,2024-06-17,2024-06-17,yes
ORD-51792,2024-06-12,b2b-direct,RNO-1,6,120,6585,2024-06-17,2024-06-18,no
ORD-51795,2024-06-13,ecommerce,CMH-1,9,234,3058,2024-06-17,2024-06-21,no
ORD-51796,2024-06-13,retail-chain,PDX-1,1,7,143,2024-06-17,2024-06-18,no
ORD-51797,2024-06-13,ecommerce,PDX-1,9,54,847,2024-06-19,2024-06-21,no
ORD-51799,2024-06-13,b2b-direct,RNO-1,5,185,9230,2024-06-19,2024-06-20,no
ORD-51800,2024-06-13,independent,RNO-1,3,18,442,2024-06-17,2024-06-19,no
ORD-51802,2024-06-13,b2b-direct,RNO-1,11,77,893,2024-06-17,2024-06-17,yes
ORD-51804,2024-06-13,independent,CMH-1,6,192,8327,2024-06-17,2024-06-17,yes
ORD-51806,2024-06-14,retail-chain,RNO-1,7,175,8263,2024-06-20,2024-06-20,yes
ORD-51808,2024-06-14,b2b-direct,CMH-1,7,196,2781,2024-06-17,2024-06-18,no
ORD-51809,2024-06-14,retail-chain,PDX-1,14,280,12438,2024-06-18,2024-06-18,yes
ORD-51812,2024-06-14,b2b-direct,RNO-1,2,12,594,2024-06-18,2024-06-18,yes
ORD-51814,2024-06-14,independent,RNO-1,13,195,6143,2024-06-20,2024-06-20,yes
ORD-51816,2024-06-14,b2b-direct,CMH-1,10,150,6016,2024-06-19,2024-06-19,yes
ORD-51819,2024-06-14,independent,RNO-1,2,24,256,2024-06-19,2024-06-19,yes
ORD-51820,2024-06-15,independent,PDX-1,14,294,9351,2024-06-20,2024-06-24,no
ORD-51821,2024-06-15,independent,PDX-1,12,60,715,2024-06-19,2024-06-21,no
ORD-51824,2024-06-15,ecommerce,PDX-1,14,560,12791,2024-06-18,2024-06-18,yes
ORD-51827,2024-06-15,b2b-direct,CMH-1,6,60,2869,2024-06-19,2024-06-23,no
ORD-51829,2024-06-15,retail-chain,CMH-1,11,374,8384,2024-06-19,2024-06-23,no
ORD-51831,2024-06-15,retail-chain,PDX-1,1,25,624,2024-06-20,2024-06-20,yes
ORD-51833,2024-06-15,ecommerce,CMH-1,13,494,13145,2024-06-19,2024-06-19,yes
ORD-51836,2024-06-16,b2b-direct,RNO-1,6,222,5208,2024-06-19,2024-06-21,no
ORD-51837,2024-06-16,ecommerce,PDX-1,4,128,6012,2024-06-20,2024-06-24,no
ORD-51838,2024-06-16,retail-chain,PDX-1,13,364,12332,2024-06-21,2024-06-22,no
ORD-51840,2024-06-16,independent,PDX-1,4,60,2850,2024-06-20,2024-06-20,yes
ORD-51842,2024-06-17,retail-chain,CMH-1,13,26,752,2024-06-22,2024-06-22,yes
ORD-51844,2024-06-17,ecommerce,PDX-1,3,69,3286,2024-06-23,2024-06-23,yes
ORD-51847,2024-06-17,b2b-direct,PDX-1,4,76,3127,2024-06-21,2024-06-21,yes
ORD-51849,2024-06-17,retail-chain,PDX-1,11,198,3460,2024-06-21,2024-06-22,no
ORD-51850,2024-06-17,b2b-direct,PDX-1,13,377,4531,2024-06-21,2024-06-21,yes
ORD-51851,2024-06-18,independent,RNO-1,12,180,8107,2024-06-22,2024-06-22,yes
ORD-51854,2024-06-18,retail-chain,CMH-1,3,42,1558,2024-06-23,2024-06-27,no
ORD-51856,2024-06-18,independent,CMH-1,6,132,3458,2024-06-22,2024-06-22,yes
ORD-51859,2024-06-19,independent,PDX-1,8,104,3932,2024-06-23,2024-06-23,yes
ORD-51860,2024-06-19,retail-chain,PDX-1,10,400,13281,2024-06-25,2024-06-26,no
ORD-51862,2024-06-19,retail-chain,PDX-1,1,14,268,2024-06-23,2024-06-23,yes
ORD-51863,2024-06-19,retail-chain,CMH-1,14,280,12192,2024-06-25,2024-06-26,no
ORD-51865,2024-06-20,independent,CMH-1,10,50,2675,2024-06-24,2024-06-25,no
ORD-51867,2024-06-20,ecommerce,PDX-1,8,288,3488,2024-06-23,2024-06-25,no
ORD-51870,2024-06-20,independent,PDX-1,9,126,1954,2024-06-24,2024-06-24,yes
ORD-51872,2024-06-20,independent,PDX-1,10,20,717,2024-06-23,2024-06-23,yes
ORD-51873,2024-06-20,independent,RNO-1,4,64,1529,2024-06-24,2024-06-25,no
ORD-51876,2024-06-20,independent,CMH-1,6,168,8087,2024-06-23,2024-06-25,no
ORD-51878,2024-06-21,retail-chain,RNO-1,12,132,5597,2024-06-26,2024-07-02,no
ORD-51879,2024-06-21,ecommerce,RNO-1,2,56,2898,2024-06-24,2024-06-28,no
ORD-51880,2024-06-21,ecommerce,CMH-1,14,112,3999,2024-06-25,2024-06-26,no
ORD-51881,2024-06-21,independent,CMH-1,14,266,6219,2024-06-24,2024-06-24,yes
ORD-51883,2024-06-21,ecommerce,CMH-1,11,297,3081,2024-06-27,2024-06-27,yes
ORD-51885,2024-06-21,b2b-direct,CMH-1,5,40,477,2024-06-24,2024-06-24,yes
ORD-51886,2024-06-21,ecommerce,PDX-1,8,184,9606,2024-06-26,2024-06-26,yes
ORD-51888,2024-06-21,ecommerce,CMH-1,12,324,11926,2024-06-26,2024-06-26,yes
ORD-51891,2024-06-22,independent,CMH-1,4,8,102,2024-06-27,2024-06-27,yes
ORD-51893,2024-06-22,independent,PDX-1,10,240,8309,2024-06-26,2024-06-26,yes
ORD-51896,2024-06-22,retail-chain,RNO-1,13,507,17409,2024-06-25,2024-06-25,yes
ORD-51897,2024-06-22,ecommerce,PDX-1,12,24,1092,2024-06-28,2024-06-28,yes
ORD-51898,2024-06-23,retail-chain,PDX-1,5,50,1624,2024-06-27,2024-06-27,yes
ORD-51900,2024-06-23,b2b-direct,PDX-1,7,231,4668,2024-06-01,2024-06-01,yes
ORD-51902,2024-06-23,ecommerce,CMH-1,5,145,2493,2024-06-01,2024-07-03,no
ORD-51904,2024-06-23,ecommerce,PDX-1,8,112,5647,2024-06-01,2024-06-01,yes
ORD-51905,2024-06-23,retail-chain,CMH-1,8,144,7838,2024-06-26,2024-06-26,yes
ORD-51908,2024-06-23,independent,RNO-1,9,225,3151,2024-06-26,2024-06-28,no
ORD-51910,2024-06-23,independent,RNO-1,10,340,7240,2024-06-26,2024-06-26,yes
ORD-51912,2024-06-23,independent,PDX-1,6,210,9613,2024-06-27,2024-06-27,yes
ORD-51915,2024-06-24,ecommerce,CMH-1,2,40,1412,2024-07-02,2024-07-02,yes
ORD-51918,2024-06-24,retail-chain,PDX-1,11,165,6294,2024-07-02,2024-07-06,no
ORD-51921,2024-06-24,ecommerce,PDX-1,6,108,2255,2024-07-02,2024-07-02,yes
ORD-51924,2024-06-24,ecommerce,CMH-1,3,48,926,2024-06-01,2024-06-01,yes
ORD-51927,2024-06-24,independent,CMH-1,4,64,1874,2024-06-27,2024-06-28,no
ORD-51930,2024-06-25,independent,RNO-1,6,138,2353,2024-07-03,2024-07-03,yes
ORD-51933,2024-06-25,b2b-direct,PDX-1,4,88,1840,2024-06-28,2024-07-02,no
ORD-51936,2024-06-25,ecommerce,CMH-1,11,154,2447,2024-07-02,2024-07-03,no
ORD-51937,2024-06-25,retail-chain,CMH-1,7,112,5599,2024-06-28,2024-06-28,yes
ORD-51938,2024-06-25,b2b-direct,CMH-1,3,27,556,2024-06-28,2024-07-02,no
ORD-51941,2024-06-25,independent,RNO-1,7,238,5355,2024-06-28,2024-06-28,yes
ORD-51942,2024-06-25,b2b-direct,PDX-1,12,36,1324,2024-06-01,2024-07-02,no
ORD-51944,2024-06-25,retail-chain,CMH-1,5,145,7700,2024-06-28,2024-06-28,yes
ORD-51946,2024-06-26,retail-chain,RNO-1,6,84,1806,2024-06-01,2024-07-02,no
ORD-51948,2024-06-26,independent,CMH-1,11,132,4708,2024-07-02,2024-07-04,no
ORD-51949,2024-06-26,ecommerce,CMH-1,8,96,1478,2024-07-03,2024-07-03,yes
ORD-51950,2024-06-26,retail-chain,PDX-1,13,169,7722,2024-06-01,2024-06-01,yes
ORD-51951,2024-06-26,retail-chain,PDX-1,5,200,8228,2024-07-02,2024-07-02,yes
ORD-51954,2024-06-26,b2b-direct,CMH-1,3,72,2234,2024-06-01,2024-06-01,yes
ORD-51956,2024-06-26,retail-chain,RNO-1,1,30,283,2024-07-02,2024-07-02,yes
ORD-51959,2024-06-27,ecommerce,PDX-1,8,240,5157,2024-07-02,2024-07-02,yes
ORD-51960,2024-06-27,ecommerce,RNO-1,4,44,1037,2024-07-03,2024-07-05,no
ORD-51963,2024-06-27,retail-chain,RNO-1,12,384,8141,2024-07-02,2024-07-02,yes
ORD-51965,2024-06-27,retail-chain,PDX-1,10,210,2820,2024-07-02,2024-07-02,yes
ORD-51966,2024-06-27,retail-chain,CMH-1,13,247,12878,2024-07-02,2024-07-02,yes
ORD-51967,2024-06-27,retail-chain,CMH-1,12,444,9398,2024-07-02,2024-07-02,yes
ORD-51969,2024-06-28,independent,PDX-1,8,128,5633,2024-07-05,2024-07-05,yes
ORD-51972,2024-06-28,ecommerce,CMH-1,10,250,6321,2024-07-06,2024-07-06,yes
ORD-51975,2024-06-28,retail-chain,CMH-1,11,385,15983,2024-07-03,2024-07-03,yes
ORD-51978,2024-06-29,b2b-direct,PDX-1,8,72,2073,2024-07-04,2024-07-04,yes
ORD-51979,2024-06-29,retail-chain,CMH-1,1,29,1562,2024-07-05,2024-07-05,yes
ORD-51980,2024-06-29,b2b-direct,CMH-1,10,80,2268,2024-07-04,2024-07-04,yes
ORD-51983,2024-06-29,ecommerce,CMH-1,8,296,10494,2024-07-05,2024-07-05,yes
ORD-51985,2024-06-29,b2b-direct,CMH-1,8,32,1318,2024-07-05,2024-07-07,no
ORD-51987,2024-06-29,ecommerce,CMH-1,8,192,9634,2024-07-04,2024-07-06,no
ORD-51990,2024-06-30,retail-chain,RNO-1,10,290,10828,2024-07-05,2024-07-05,yes
ORD-51992,2024-06-30,b2b-direct,RNO-1,7,217,2866,2024-07-07,2024-07-07,yes
ORD-51993,2024-06-30,ecommerce,RNO-1,5,40,1898,2024-07-07,2024-07-09,no
ORD-51994,2024-06-30,independent,PDX-1,4,148,6826,2024-07-05,2024-07-06,no
ORD-51995,2024-06-30,independent,CMH-1,2,72,2078,2024-07-06,2024-07-10,no
ORD-51997,2024-06-30,independent,RNO-1,6,36,1729,2024-07-05,2024-07-05,yes
ORD-52000,2024-07-01,ecommerce,RNO-1,8,88,4276,2024-07-04,2024-07-05,no
ORD-52001,2024-07-01,ecommerce,RNO-1,11,33,759,2024-07-06,2024-07-07,no
ORD-52004,2024-07-01,b2b-direct,PDX-1,3,21,949,2024-07-04,2024-07-06,no
ORD-52006,2024-07-01,b2b-direct,RNO-1,9,180,5949,2024-07-04,2024-07-06,no
ORD-52008,2024-07-01,retail-chain,RNO-1,9,63,2035,2024-07-05,2024-07-09,no
ORD-52011,2024-07-01,independent,PDX-1,8,248,4974,2024-07-05,2024-07-07,no
ORD-52012,2024-07-02,b2b-direct,CMH-1,4,108,2129,2024-07-07,2024-07-09,no
ORD-52013,2024-07-02,independent,PDX-1,13,26,1086,2024-07-07,2024-07-07,yes
ORD-52014,2024-07-02,ecommerce,PDX-1,5,100,3629,2024-07-05,2024-07-05,yes
ORD-52015,2024-07-02,b2b-direct,CMH-1,6,138,5903,2024-07-06,2024-07-06,yes
ORD-52017,2024-07-02,retail-chain,RNO-1,7,126,2429,2024-07-08,2024-07-08,yes
ORD-52020,2024-07-02,b2b-direct,RNO-1,13,26,1292,2024-07-08,2024-07-09,no
ORD-52022,2024-07-02,ecommerce,RNO-1,8,80,4182,2024-07-06,2024-07-08,no
ORD-52025,2024-07-02,b2b-direct,CMH-1,5,85,2926,2024-07-05,2024-07-05,yes
ORD-52028,2024-07-03,ecommerce,RNO-1,7,63,1675,2024-07-06,2024-07-06,yes
ORD-52031,2024-07-03,retail-chain,RNO-1,9,225,2445,2024-07-08,2024-07-12,no
ORD-52032,2024-07-03,independent,RNO-1,9,108,5401,2024-07-06,2024-07-06,yes
ORD-52033,2024-07-03,b2b-direct,RNO-1,8,208,4561,2024-07-08,2024-07-08,yes
ORD-52036,2024-07-03,ecommerce,RNO-1,8,152,6376,2024-07-07,2024-07-07,yes
ORD-52038,2024-07-03,b2b-direct,CMH-1,4,104,3755,2024-07-06,2024-07-06,yes
ORD-52041,2024-07-03,retail-chain,CMH-1,4,160,1820,2024-07-06,2024-07-06,yes
ORD-52044,2024-07-04,b2b-direct,CMH-1,9,99,5114,2024-07-09,2024-07-09,yes
ORD-52046,2024-07-04,independent,PDX-1,9,297,13164,2024-07-07,2024-07-07,yes
ORD-52048,2024-07-04,ecommerce,RNO-1,5,45,2447,2024-07-08,2024-07-08,yes
ORD-52051,2024-07-04,b2b-direct,PDX-1,9,288,8800,2024-07-09,2024-07-10,no
ORD-52054,2024-07-04,independent,RNO-1,1,12,184,2024-07-08,2024-07-09,no
ORD-52057,2024-07-04,ecommerce,RNO-1,6,96,2264,2024-07-10,2024-07-10,yes
ORD-52060,2024-07-04,independent,RNO-1,6,222,11081,2024-07-09,2024-07-09,yes
ORD-52063,2024-07-05,b2b-direct,PDX-1,9,216,9615,2024-07-09,2024-07-10,no
ORD-52066,2024-07-05,ecommerce,PDX-1,2,24,648,2024-07-09,2024-07-09,yes
ORD-52069,2024-07-05,retail-chain,PDX-1,3,27,813,2024-07-10,2024-07-10,yes
ORD-52071,2024-07-05,independent,CMH-1,10,290,8856,2024-07-10,2024-07-10,yes
ORD-52072,2024-07-05,retail-chain,RNO-1,2,80,4056,2024-07-10,2024-07-10,yes
ORD-52074,2024-07-05,b2b-direct,PDX-1,3,6,206,2024-07-09,2024-07-13,no
ORD-52075,2024-07-05,independent,PDX-1,7,98,4450,2024-07-08,2024-07-08,yes
ORD-52076,2024-07-05,independent,CMH-1,4,124,5852,2024-07-09,2024-07-09,yes
ORD-52077,2024-07-06,b2b-direct,PDX-1,1,29,739,2024-07-09,2024-07-13,no
ORD-52080,2024-07-06,ecommerce,CMH-1,8,40,1159,2024-07-11,2024-07-13,no
ORD-52083,2024-07-06,retail-chain,CMH-1,2,16,812,2024-07-11,2024-07-11,yes
ORD-52084,2024-07-06,b2b-direct,CMH-1,5,140,6916,2024-07-10,2024-07-12,no
ORD-52087,2024-07-06,retail-chain,CMH-1,4,12,411,2024-07-09,2024-07-09,yes
ORD-52088,2024-07-06,retail-chain,CMH-1,1,19,598,2024-07-12,2024-07-14,no
ORD-52089,2024-07-07,ecommerce,PDX-1,8,16,586,2024-07-13,2024-07-13,yes
ORD-52091,2024-07-07,independent,PDX-1,13,273,7722,2024-07-12,2024-07-12,yes
ORD-52092,2024-07-07,b2b-direct,PDX-1,12,72,1331,2024-07-10,2024-07-10,yes
ORD-52094,2024-07-07,retail-chain,CMH-1,14,490,25392,2024-07-10,2024-07-11,no
ORD-52095,2024-07-07,independent,CMH-1,7,21,925,2024-07-10,2024-07-10,yes
ORD-52097,2024-07-07,independent,CMH-1,11,440,20046,2024-07-10,2024-07-10,yes
ORD-52100,2024-07-08,b2b-direct,CMH-1,11,187,2437,2024-07-13,2024-07-15,no
ORD-52102,2024-07-08,ecommerce,PDX-1,9,198,9177,2024-07-12,2024-07-13,no
ORD-52104,2024-07-08,ecommerce,PDX-1,6,168,6730,2024-07-11,2024-07-11,yes
ORD-52106,2024-07-09,retail-chain,RNO-1,10,230,10361,2024-07-14,2024-07-14,yes
ORD-52107,2024-07-09,retail-chain,RNO-1,5,65,1938,2024-07-14,2024-07-14,yes
ORD-52108,2024-07-09,retail-chain,RNO-1,7,154,8284,2024-07-12,2024-07-12,yes
ORD-52111,2024-07-09,b2b-direct,CMH-1,12,456,18807,2024-07-12,2024-07-12,yes
ORD-52112,2024-07-09,b2b-direct,PDX-1,5,200,6806,2024-07-13,2024-07-13,yes
ORD-52114,2024-07-09,ecommerce,RNO-1,10,340,10700,2024-07-12,2024-07-13,no
ORD-52115,2024-07-09,b2b-direct,PDX-1,8,232,6369,2024-07-13,2024-07-13,yes
ORD-52118,2024-07-09,b2b-direct,RNO-1,10,370,18928,2024-07-13,2024-07-13,yes
ORD-52119,2024-07-10,independent,RNO-1,14,518,16270,2024-07-13,2024-07-15,no
ORD-52120,2024-07-10,retail-chain,RNO-1,9,207,7123,2024-07-14,2024-07-15,no
ORD-52123,2024-07-10,retail-chain,RNO-1,5,115,3265,2024-07-14,2024-07-14,yes
ORD-52126,2024-07-10,ecommerce,CMH-1,12,192,4189,2024-07-13,2024-07-13,yes
ORD-52129,2024-07-10,b2b-direct,PDX-1,7,147,4702,2024-07-13,2024-07-13,yes
ORD-52131,2024-07-10,independent,PDX-1,2,8,149,2024-07-15,2024-07-15,yes
ORD-52133,2024-07-10,independent,RNO-1,11,242,4343,2024-07-14,2024-07-14,yes
ORD-52135,2024-07-10,ecommerce,CMH-1,6,168,6658,2024-07-14,2024-07-14,yes
ORD-52138,2024-07-11,ecommerce,CMH-1,2,58,3037,2024-07-17,2024-07-19,no
ORD-52139,2024-07-11,retail-chain,PDX-1,12,252,13716,2024-07-15,2024-07-15,yes
ORD-52142,2024-07-11,b2b-direct,RNO-1,7,14,455,2024-07-17,2024-07-17,yes
ORD-52145,2024-07-11,independent,RNO-1,8,224,11525,2024-07-14,2024-07-18,no
ORD-52148,2024-07-11,b2b-direct,RNO-1,11,253,3277,2024-07-15,2024-07-15,yes
ORD-52149,2024-07-11,ecommerce,RNO-1,7,210,8635,2024-07-15,2024-07-16,no
ORD-52151,2024-07-11,retail-chain,PDX-1,8,24,383,2024-07-17,2024-07-21,no
ORD-52153,2024-07-12,b2b-direct,CMH-1,13,520,27651,2024-07-18,2024-07-18,yes
ORD-52154,2024-07-12,retail-chain,CMH-1,3,66,2488,2024-07-17,2024-07-17,yes
ORD-52156,2024-07-12,retail-chain,RNO-1,6,36,1658,2024-07-16,2024-07-16,yes
ORD-52159,2024-07-12,ecommerce,RNO-1,1,25,245,2024-07-15,2024-07-19,no
ORD-52162,2024-07-13,independent,CMH-1,7,21,812,2024-07-18,2024-07-18,yes
ORD-52164,2024-07-13,ecommerce,RNO-1,14,322,16984,2024-07-16,2024-07-16,yes
ORD-52167,2024-07-13,b2b-direct,PDX-1,2,64,3280,2024-07-16,2024-07-17,no
ORD-52168,2024-07-13,ecommerce,CMH-1,3,102,2422,2024-07-18,2024-07-20,no
ORD-52169,2024-07-13,independent,CMH-1,1,28,1136,2024-07-19,2024-07-23,no
ORD-52170,2024-07-14,independent,CMH-1,3,87,4125,2024-07-17,2024-07-17,yes
ORD-52172,2024-07-14,retail-chain,RNO-1,13,221,4926,2024-07-18,2024-07-18,yes
ORD-52175,2024-07-14,retail-chain,PDX-1,4,28,1363,2024-07-20,2024-07-20,yes
ORD-52176,2024-07-14,independent,RNO-1,4,64,1129,2024-07-17,2024-07-17,yes
ORD-52178,2024-07-15,independent,PDX-1,13,104,4652,2024-07-18,2024-07-19,no
ORD-52181,2024-07-15,independent,PDX-1,4,124,1127,2024-07-19,2024-07-21,no
ORD-52182,2024-07-15,b2b-direct,PDX-1,6,180,7834,2024-07-18,2024-07-18,yes
ORD-52183,2024-07-15,retail-chain,RNO-1,13,247,11169,2024-07-21,2024-07-21,yes
ORD-52186,2024-07-16,retail-chain,CMH-1,2,76,2400,2024-07-22,2024-07-22,yes
ORD-52187,2024-07-16,retail-chain,CMH-1,13,390,14693,2024-07-22,2024-07-24,no
ORD-52190,2024-07-16,retail-chain,CMH-1,11,374,6079,2024-07-21,2024-07-21,yes
ORD-52193,2024-07-16,retail-chain,PDX-1,1,8,372,2024-07-20,2024-07-21,no
ORD-52195,2024-07-16,independent,RNO-1,10,60,2027,2024-07-20,2024-07-20,yes
ORD-52198,2024-07-16,b2b-direct,PDX-1,12,348,8444,2024-07-20,2024-07-24,no
ORD-52201,2024-07-17,independent,CMH-1,3,15,371,2024-07-21,2024-07-21,yes
ORD-52204,2024-07-17,ecommerce,PDX-1,12,432,8863,2024-07-20,2024-07-20,yes
ORD-52206,2024-07-17,retail-chain,PDX-1,8,256,12464,2024-07-20,2024-07-21,no
ORD-52208,2024-07-17,b2b-direct,PDX-1,12,468,19217,2024-07-20,2024-07-20,yes
ORD-52209,2024-07-17,independent,PDX-1,6,60,868,2024-07-20,2024-07-24,no
ORD-52210,2024-07-17,independent,CMH-1,10,350,4350,2024-07-20,2024-07-20,yes
ORD-52211,2024-07-17,independent,PDX-1,13,247,13194,2024-07-23,2024-07-23,yes
ORD-52212,2024-07-17,b2b-direct,PDX-1,8,168,7802,2024-07-21,2024-07-22,no
ORD-52213,2024-07-18,b2b-direct,CMH-1,1,10,187,2024-07-24,2024-07-25,no
ORD-52215,2024-07-18,ecommerce,RNO-1,4,100,4411,2024-07-22,2024-07-22,yes
ORD-52217,2024-07-18,independent,RNO-1,14,560,22672,2024-07-24,2024-07-24,yes
ORD-52220,2024-07-19,independent,CMH-1,14,42,2144,2024-07-23,2024-07-24,no
ORD-52223,2024-07-19,ecommerce,CMH-1,4,104,989,2024-07-22,2024-07-23,no
ORD-52225,2024-07-19,retail-chain,CMH-1,14,126,6750,2024-07-24,2024-07-24,yes
ORD-52228,2024-07-19,retail-chain,PDX-1,12,312,8626,2024-07-22,2024-07-22,yes
ORD-52230,2024-07-19,independent,PDX-1,2,14,480,2024-07-25,2024-07-27,no
ORD-52231,2024-07-19,b2b-direct,RNO-1,14,490,16096,2024-07-23,2024-07-24,no
ORD-52232,2024-07-20,ecommerce,PDX-1,14,546,26022,2024-07-24,2024-07-24,yes
ORD-52234,2024-07-20,b2b-direct,RNO-1,11,77,1343,2024-07-24,2024-07-28,no
ORD-52235,2024-07-20,b2b-direct,PDX-1,9,153,4391,2024-07-25,2024-07-26,no
ORD-52236,2024-07-20,ecommerce,RNO-1,5,20,858,2024-07-26,2024-07-28,no
ORD-52239,2024-07-21,b2b-direct,CMH-1,11,143,7744,2024-07-26,2024-07-26,yes
ORD-52241,2024-07-21,independent,RNO-1,12,252,12015,2024-07-27,2024-07-27,yes
ORD-52242,2024-07-21,independent,CMH-1,12,204,7327,2024-07-24,2024-07-24,yes
ORD-52243,2024-07-21,ecommerce,RNO-1,10,60,1733,2024-07-26,2024-07-28,no
ORD-52246,2024-07-21,ecommerce,PDX-1,11,363,17518,2024-07-26,2024-07-26,yes
ORD-52249,2024-07-21,b2b-direct,PDX-1,10,330,14020,2024-07-26,2024-08-02,no
ORD-52251,2024-07-21,independent,RNO-1,13,429,13573,2024-07-25,2024-07-25,yes
ORD-52253,2024-07-22,b2b-direct,PDX-1,1,6,325,2024-07-25,2024-07-26,no
ORD-52254,2024-07-22,ecommerce,RNO-1,13,468,18544,2024-07-25,2024-07-25,yes
ORD-52255,2024-07-22,b2b-direct,PDX-1,6,24,651,2024-07-26,2024-07-27,no
ORD-52257,2024-07-22,independent,CMH-1,10,300,4060,2024-07-25,2024-07-25,yes
ORD-52259,2024-07-22,retail-chain,PDX-1,5,145,2844,2024-07-27,2024-07-27,yes
ORD-52260,2024-07-23,b2b-direct,PDX-1,3,111,4022,2024-07-27,2024-07-27,yes
ORD-52262,2024-07-23,b2b-direct,RNO-1,11,385,18004,2024-07-27,2024-07-01,no
ORD-52265,2024-07-23,retail-chain,RNO-1,11,275,13123,2024-07-28,2024-07-28,yes
